OBJECTID,lattitude,longitude,lat&long
2754,23.80458363,90.41534964,"'23.80458363,90.41534964'"
2755,23.80458363,90.41715164,"'23.80458363,90.41715164'"
2756,23.80458363,90.41895364,"'23.80458363,90.41895364'"
2757,23.80458363,90.42075564,"'23.80458363,90.42075564'"
2758,23.80458363,90.42255764,"'23.80458363,90.42255764'"
2759,23.80638563,90.34146764,"'23.80638563,90.34146764'"
2760,23.80638563,90.34326964,"'23.80638563,90.34326964'"
2761,23.80638563,90.34507164,"'23.80638563,90.34507164'"
2762,23.80638563,90.34687364,"'23.80638563,90.34687364'"
2763,23.80638563,90.34867564,"'23.80638563,90.34867564'"
2764,23.80638563,90.35047764,"'23.80638563,90.35047764'"
2765,23.80638563,90.35227964,"'23.80638563,90.35227964'"
2766,23.80638563,90.35408164,"'23.80638563,90.35408164'"
2767,23.80638563,90.35588364,"'23.80638563,90.35588364'"
2768,23.80638563,90.35768564,"'23.80638563,90.35768564'"
2769,23.80638563,90.35948764,"'23.80638563,90.35948764'"
2770,23.80638563,90.36128964,"'23.80638563,90.36128964'"
2771,23.80638563,90.36309164,"'23.80638563,90.36309164'"
2772,23.80638563,90.36489364,"'23.80638563,90.36489364'"
2773,23.80638563,90.36669564,"'23.80638563,90.36669564'"
2774,23.80638563,90.36849764,"'23.80638563,90.36849764'"
2775,23.80638563,90.37029964,"'23.80638563,90.37029964'"
2776,23.80638563,90.37210164,"'23.80638563,90.37210164'"
2777,23.80638563,90.37390364,"'23.80638563,90.37390364'"
2778,23.80638563,90.37570564,"'23.80638563,90.37570564'"
2779,23.80638563,90.37750764,"'23.80638563,90.37750764'"
2780,23.80638563,90.37930964,"'23.80638563,90.37930964'"
2781,23.80638563,90.38111164,"'23.80638563,90.38111164'"
2782,23.80638563,90.38291364,"'23.80638563,90.38291364'"
2783,23.80638563,90.38471564,"'23.80638563,90.38471564'"
2784,23.80638563,90.38651764,"'23.80638563,90.38651764'"
2785,23.80638563,90.38831964,"'23.80638563,90.38831964'"
2786,23.80638563,90.39012164,"'23.80638563,90.39012164'"
2787,23.80638563,90.39192364,"'23.80638563,90.39192364'"
2788,23.80638563,90.39372564,"'23.80638563,90.39372564'"
2789,23.80638563,90.39552764,"'23.80638563,90.39552764'"
2790,23.80638563,90.39732964,"'23.80638563,90.39732964'"
2791,23.80638563,90.39913164,"'23.80638563,90.39913164'"
2792,23.80638563,90.40093364,"'23.80638563,90.40093364'"
2793,23.80638563,90.40273564,"'23.80638563,90.40273564'"
2794,23.80638563,90.40453764,"'23.80638563,90.40453764'"
2795,23.80638563,90.40633964,"'23.80638563,90.40633964'"
2796,23.80638563,90.40814164,"'23.80638563,90.40814164'"
2797,23.80638563,90.40994364,"'23.80638563,90.40994364'"
2798,23.80638563,90.41174564,"'23.80638563,90.41174564'"
2799,23.80638563,90.41354764,"'23.80638563,90.41354764'"
2800,23.80638563,90.41534964,"'23.80638563,90.41534964'"
2801,23.80638563,90.41715164,"'23.80638563,90.41715164'"
2802,23.80638563,90.41895364,"'23.80638563,90.41895364'"
2803,23.80638563,90.42075564,"'23.80638563,90.42075564'"
2804,23.80638563,90.42255764,"'23.80638563,90.42255764'"
2805,23.80638563,90.42435964,"'23.80638563,90.42435964'"
2806,23.80638563,90.42616164,"'23.80638563,90.42616164'"
2807,23.80818763,90.33966564,"'23.80818763,90.33966564'"
2808,23.80818763,90.34146764,"'23.80818763,90.34146764'"
2809,23.80818763,90.34326964,"'23.80818763,90.34326964'"
2810,23.80818763,90.34507164,"'23.80818763,90.34507164'"
2811,23.80818763,90.34687364,"'23.80818763,90.34687364'"
2812,23.80818763,90.34867564,"'23.80818763,90.34867564'"
2813,23.80818763,90.35047764,"'23.80818763,90.35047764'"
2814,23.80818763,90.35227964,"'23.80818763,90.35227964'"
2815,23.80818763,90.35408164,"'23.80818763,90.35408164'"
2816,23.80818763,90.35588364,"'23.80818763,90.35588364'"
2817,23.80818763,90.35768564,"'23.80818763,90.35768564'"
2818,23.80818763,90.35948764,"'23.80818763,90.35948764'"
2819,23.80818763,90.36128964,"'23.80818763,90.36128964'"
2820,23.80818763,90.36309164,"'23.80818763,90.36309164'"
2821,23.80818763,90.36489364,"'23.80818763,90.36489364'"
2822,23.80818763,90.36669564,"'23.80818763,90.36669564'"
2823,23.80818763,90.36849764,"'23.80818763,90.36849764'"
2824,23.80818763,90.37029964,"'23.80818763,90.37029964'"
2825,23.80818763,90.37210164,"'23.80818763,90.37210164'"
2826,23.80818763,90.37390364,"'23.80818763,90.37390364'"
2827,23.80818763,90.37570564,"'23.80818763,90.37570564'"
2828,23.80818763,90.37750764,"'23.80818763,90.37750764'"
2829,23.80818763,90.37930964,"'23.80818763,90.37930964'"
2830,23.80818763,90.38111164,"'23.80818763,90.38111164'"
2831,23.80818763,90.38291364,"'23.80818763,90.38291364'"
2832,23.80818763,90.38471564,"'23.80818763,90.38471564'"
2833,23.80818763,90.38651764,"'23.80818763,90.38651764'"
2834,23.80818763,90.38831964,"'23.80818763,90.38831964'"
2835,23.80818763,90.39012164,"'23.80818763,90.39012164'"
2836,23.80818763,90.39192364,"'23.80818763,90.39192364'"
2837,23.80818763,90.39372564,"'23.80818763,90.39372564'"
2838,23.80818763,90.39552764,"'23.80818763,90.39552764'"
2839,23.80818763,90.39732964,"'23.80818763,90.39732964'"
2840,23.80818763,90.39913164,"'23.80818763,90.39913164'"
2841,23.80818763,90.40093364,"'23.80818763,90.40093364'"
2842,23.80818763,90.40273564,"'23.80818763,90.40273564'"
2843,23.80818763,90.40453764,"'23.80818763,90.40453764'"
2844,23.80818763,90.40633964,"'23.80818763,90.40633964'"
2845,23.80818763,90.40814164,"'23.80818763,90.40814164'"
2846,23.80818763,90.40994364,"'23.80818763,90.40994364'"
2847,23.80818763,90.41174564,"'23.80818763,90.41174564'"
2848,23.80818763,90.41354764,"'23.80818763,90.41354764'"
2849,23.80818763,90.41534964,"'23.80818763,90.41534964'"
2850,23.80818763,90.41715164,"'23.80818763,90.41715164'"
2851,23.80818763,90.41895364,"'23.80818763,90.41895364'"
2852,23.80818763,90.42075564,"'23.80818763,90.42075564'"
2853,23.80818763,90.42255764,"'23.80818763,90.42255764'"
2854,23.80818763,90.42435964,"'23.80818763,90.42435964'"
2855,23.80818763,90.42616164,"'23.80818763,90.42616164'"
2856,23.80818763,90.42796364,"'23.80818763,90.42796364'"
2857,23.80998963,90.33966564,"'23.80998963,90.33966564'"
2858,23.80998963,90.34146764,"'23.80998963,90.34146764'"
2859,23.80998963,90.34326964,"'23.80998963,90.34326964'"
2860,23.80998963,90.34507164,"'23.80998963,90.34507164'"
2861,23.80998963,90.34687364,"'23.80998963,90.34687364'"
2862,23.80998963,90.34867564,"'23.80998963,90.34867564'"
2863,23.80998963,90.35047764,"'23.80998963,90.35047764'"
2864,23.80998963,90.35227964,"'23.80998963,90.35227964'"
2865,23.80998963,90.35408164,"'23.80998963,90.35408164'"
2866,23.80998963,90.35588364,"'23.80998963,90.35588364'"
2867,23.80998963,90.35768564,"'23.80998963,90.35768564'"
2868,23.80998963,90.35948764,"'23.80998963,90.35948764'"
2869,23.80998963,90.36128964,"'23.80998963,90.36128964'"
2870,23.80998963,90.36309164,"'23.80998963,90.36309164'"
2871,23.80998963,90.36489364,"'23.80998963,90.36489364'"
2872,23.80998963,90.36669564,"'23.80998963,90.36669564'"
2873,23.80998963,90.36849764,"'23.80998963,90.36849764'"
2874,23.80998963,90.37029964,"'23.80998963,90.37029964'"
2875,23.80998963,90.37210164,"'23.80998963,90.37210164'"
2876,23.80998963,90.37390364,"'23.80998963,90.37390364'"
2877,23.80998963,90.37570564,"'23.80998963,90.37570564'"
2878,23.80998963,90.37750764,"'23.80998963,90.37750764'"
2879,23.80998963,90.37930964,"'23.80998963,90.37930964'"
2880,23.80998963,90.38111164,"'23.80998963,90.38111164'"
2881,23.80998963,90.38291364,"'23.80998963,90.38291364'"
2882,23.80998963,90.38471564,"'23.80998963,90.38471564'"
2883,23.80998963,90.38651764,"'23.80998963,90.38651764'"
2884,23.80998963,90.38831964,"'23.80998963,90.38831964'"
2885,23.80998963,90.39012164,"'23.80998963,90.39012164'"
2886,23.80998963,90.39192364,"'23.80998963,90.39192364'"
2887,23.80998963,90.39372564,"'23.80998963,90.39372564'"
2888,23.80998963,90.39552764,"'23.80998963,90.39552764'"
2889,23.80998963,90.39732964,"'23.80998963,90.39732964'"
2890,23.80998963,90.39913164,"'23.80998963,90.39913164'"
2891,23.80998963,90.40093364,"'23.80998963,90.40093364'"
2892,23.80998963,90.40273564,"'23.80998963,90.40273564'"
2893,23.80998963,90.40453764,"'23.80998963,90.40453764'"
2894,23.80998963,90.40633964,"'23.80998963,90.40633964'"
2895,23.80998963,90.40814164,"'23.80998963,90.40814164'"
2896,23.80998963,90.40994364,"'23.80998963,90.40994364'"
2897,23.80998963,90.41174564,"'23.80998963,90.41174564'"
